,SERIAL_NUMBER,PROCESS_DT,DLVR_RQESTER_ID,DLVR_REQUST_STTUS_VALUE,DLVR_RCEPT_CMPNY_ID,DLVR_STORE_ID,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_CODE,DLVR_STORE_SIDO,DLVR_STORE_SIGUNGU,DLVR_STORE_DONG,DLVR_STORE_RI,DLVR_STORE_ADSTRD_CODE,DLVR_STORE_RDNMADR_CODE,DLVR_DSTN_LEGALDONG_CODE,DLVR_DSTN_SIDO,DLVR_DSTN_SIGUNGU,DLVR_DSTN_DONG,DLVR_DSTN_RI,DLVR_DSTN_ADSTRD_CODE,DLVR_DSTN_RDNMADR_CODE,DLVR_MAN_ID,DLVR_AMOUNT,CALL_RLAY_FEE_AMOUNT,GOODS_AMOUNT,SETLE_KND_VALUE,SETLE_CARD_CN,DLVR_RCEPT_TIME,DLVR_CARALC_TIME,DLVR_COMPT_TIME,DLVR_CANCL_TIME
1869575,6783548,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163399.0,D0006835,3000,300,16600,2,,2020-03-06 11:38:28,2020-03-06 11:39:16,2020-03-06 11:53:02,
1869618,6783596,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163263.0,D0006835,3000,300,24600,2,,2020-03-06 10:26:53,2020-03-06 12:10:56,2020-03-06 13:32:09,
1869826,6783849,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163640.0,D0006835,3500,300,18500,2,,2020-03-06 11:30:49,2020-03-06 11:31:19,2020-03-06 12:12:02,
1869970,6784021,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163394.0,D0006835,3000,300,22900,2,,2020-03-06 11:23:08,2020-03-06 11:29:34,2020-03-06 11:53:07,
1869994,6784054,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165051000.0,116504163648.0,D0006835,4000,300,12700,2,,2020-03-06 11:39:02,2020-03-06 11:55:49,2020-03-06 12:11:58,
1870109,6784202,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163625.0,D0006835,3000,300,14300,2,,2020-03-06 11:33:47,2020-03-06 11:34:45,2020-03-06 11:53:05,
1870271,6784397,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163394.0,D0006835,3000,300,17800,2,,2020-03-06 12:12:49,2020-03-06 12:18:57,2020-03-06 12:34:29,
1871371,6785673,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121021.0,D0006835,3500,300,26700,2,,2020-03-06 12:21:15,2020-03-06 12:38:43,2020-03-06 13:05:34,
1871471,6785796,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163631.0,D0006835,3500,300,34600,2,,2020-03-06 12:05:52,2020-03-06 12:19:05,2020-03-06 12:34:28,
1871545,6785877,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163225.0,D0006835,3500,300,13300,2,,2020-03-06 12:23:51,2020-03-06 12:38:44,2020-03-06 13:05:33,
1871965,6786372,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163125.0,D0006835,3500,300,18100,2,,2020-03-06 12:04:24,2020-03-06 12:18:54,2020-03-06 12:34:31,
1872269,6786739,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163632.0,D0006835,3000,300,16400,2,,2020-03-06 13:23:36,2020-03-06 13:32:38,2020-03-06 13:47:41,
1872874,6787476,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163261.0,D0006835,3000,300,11400,2,,2020-03-06 12:40:53,2020-03-06 13:07:42,2020-03-06 13:32:07,
1873230,6787903,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121021.0,D0006835,3000,300,11200,2,,2020-03-06 12:41:30,2020-03-06 12:47:04,2020-03-06 13:05:30,
1873619,6788370,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163258.0,D0006835,3000,300,22500,2,,2020-03-06 12:38:26,2020-03-06 12:38:50,2020-03-06 13:05:31,
1873622,6788373,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163234.0,D0006835,3500,300,11000,2,,2020-03-06 13:24:26,2020-03-06 13:32:40,2020-03-06 13:47:40,
1873789,6788571,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163062.0,D0006835,3000,300,13500,2,,2020-03-06 13:38:51,2020-03-06 13:47:46,2020-03-06 13:58:44,
1874388,6789284,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165051000.0,116503121024.0,D0006835,4000,300,13300,2,,2020-03-06 13:50:27,2020-03-06 13:53:37,2020-03-06 13:58:43,
1875774,6790940,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163393.0,D0006835,3000,300,13500,2,,2020-03-06 14:53:01,2020-03-06 15:00:07,2020-03-06 15:09:18,
1875894,6791088,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163181.0,D0006835,3000,300,11400,2,,2020-03-06 15:01:18,2020-03-06 15:13:33,2020-03-06 15:27:41,
1876773,6792150,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165053000.0,116504163067.0,D0006835,3000,300,13000,2,,2020-03-06 15:58:54,2020-03-06 16:04:10,2020-03-06 16:13:33,
1876798,6792182,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163324.0,D0006835,4000,300,12400,2,,2020-03-06 15:27:26,2020-03-06 15:31:33,2020-03-06 15:47:48,
1876956,6792373,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163634.0,D0006835,3000,300,15800,2,,2020-03-06 15:12:12,2020-03-06 15:13:34,2020-03-06 15:27:39,
1876986,6792405,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116503121010.0,D0006835,3000,300,29300,2,,2020-03-06 14:58:26,2020-03-06 15:00:09,2020-03-06 15:09:17,
1877055,6792488,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163276.0,D0006835,3500,300,12700,2,,2020-03-06 15:51:45,2020-03-06 15:53:05,2020-03-06 16:04:06,
1877132,6792580,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163626.0,D0006835,3000,300,12000,2,,2020-03-06 16:01:21,2020-03-06 16:04:11,2020-03-06 16:13:32,
1877232,6792694,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163362.0,D0006835,4000,300,18100,2,,2020-03-06 16:30:34,2020-03-06 16:30:48,2020-03-06 16:38:48,
1878166,6793808,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163111.0,D0006835,3000,300,12900,2,,2020-03-06 16:33:07,2020-03-06 16:45:37,2020-03-06 16:58:49,
1878199,6793848,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1162010300.0,서울특별시,관악구,남현동,,1162063000.0,116204160291.0,D0006835,4000,300,14600,2,,2020-03-06 17:18:13,2020-03-06 17:23:15,2020-03-06 17:43:05,
1880358,6796368,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163275.0,D0006835,4000,300,11700,2,,2020-03-06 17:57:26,2020-03-06 17:58:47,2020-03-06 18:04:56,
1883727,6800346,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163624.0,D0006835,3000,300,12000,2,,2020-03-06 18:38:57,2020-03-06 18:44:55,2020-03-06 19:01:18,
1885601,6802557,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163264.0,D0006835,3000,300,12700,2,,2020-03-06 19:04:30,2020-03-06 19:04:58,2020-03-06 19:18:27,
1886826,6804021,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163634.0,D0006835,3000,300,11000,2,,2020-03-06 19:17:55,2020-03-06 19:19:42,2020-03-06 19:37:22,
1887103,6804352,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116503121010.0,D0006835,3000,300,18400,2,,2020-03-06 19:24:49,2020-03-06 19:25:27,2020-03-06 19:37:21,
1887391,6804697,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116503121021.0,D0006835,3000,300,12600,2,,2020-03-06 19:07:10,2020-03-06 19:07:49,2020-03-06 19:18:26,
1887840,6805228,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163133.0,D0006835,3500,300,23400,2,,2020-03-06 19:14:59,2020-03-06 19:19:41,2020-03-06 19:37:24,
1890525,6808399,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163288.0,D0006835,3000,300,11600,2,,2020-03-06 20:03:38,2020-03-06 20:04:32,2020-03-06 20:15:36,
1890925,6808879,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163392.0,D0006835,3000,300,17500,2,,2020-03-06 19:49:20,2020-03-06 19:50:48,2020-03-06 20:04:26,
1891012,6808984,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163110.0,D0006835,3000,300,11800,2,,2020-03-06 19:52:48,2020-03-06 19:54:07,2020-03-06 20:04:24,
1893986,6812579,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163252.0,D0006835,3000,300,16500,2,,2020-03-06 20:45:30,2020-03-06 20:47:51,2020-03-06 20:55:24,
1894942,6813709,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163617.0,D0006552,3000,300,19600,2,,2020-03-06 21:32:01,2020-03-06 21:54:49,2020-03-06 21:59:16,
1895949,6814916,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163385.0,D0006552,3000,300,16200,2,,2020-03-06 21:41:51,2020-03-06 21:54:50,2020-03-06 21:59:14,
1896426,6815469,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163295.0,D0006552,3500,300,18800,2,,2020-03-06 21:19:45,2020-03-06 21:54:48,2020-03-06 21:59:17,
1896657,6815741,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163360.0,D0006552,4000,300,15600,2,,2020-03-06 21:59:34,2020-03-06 22:27:28,2020-03-06 23:04:29,
1897326,6816515,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163642.0,D0006552,3500,300,11400,2,,2020-03-06 22:20:58,2020-03-06 22:27:30,2020-03-06 23:04:31,
1898410,6817785,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163301.0,D0006552,4000,300,12400,2,,2020-03-06 22:22:06,2020-03-06 22:27:31,2020-03-06 23:04:32,
1899311,6818854,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163360.0,D0006552,4000,300,11000,2,,2020-03-06 22:31:47,2020-03-06 22:32:16,2020-03-06 23:04:33,
1900294,6820009,2020-03-06,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116503121011.0,D0006552,4000,300,11000,2,,2020-03-06 22:49:48,2020-03-06 22:53:25,2020-03-06 23:04:35,
1901206,6821048,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165051000.0,116503121024.0,D0006835,4000,300,13700,2,,2020-03-07 10:31:29,2020-03-07 10:31:58,2020-03-07 10:55:45,
1901266,6821114,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163239.0,D0006835,3500,300,15000,2,,2020-03-07 10:31:34,2020-03-07 10:32:00,2020-03-07 10:55:43,
1901281,6821131,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163607.0,D0006835,3000,300,11900,2,,2020-03-07 09:18:19,2020-03-07 09:24:35,2020-03-07 09:47:58,
1901742,6821660,2020-03-07,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163262.0,D0008385,3000,200,16300,2,,2020-03-07 09:13:42,2020-03-07 09:13:59,2020-03-07 09:25:14,
1902027,6821977,2020-03-07,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121004.0,D0008385,3500,200,14300,2,,2020-03-07 09:03:33,2020-03-07 09:11:53,2020-03-07 09:25:16,
1902559,6822627,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163626.0,D0006835,3000,300,31000,2,,2020-03-07 11:41:10,2020-03-07 11:55:13,2020-03-07 12:03:33,
1902705,6822793,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163687.0,D0006835,3500,300,11100,2,,2020-03-07 11:36:12,2020-03-07 11:38:51,2020-03-07 12:03:34,
1903032,6823173,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163189.0,D0006835,3000,300,13700,2,,2020-03-07 10:39:32,2020-03-07 10:39:48,2020-03-07 11:17:08,
1903232,6823410,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116503121011.0,D0006835,3000,300,12200,2,,2020-03-07 11:12:12,2020-03-07 11:14:22,2020-03-07 11:28:44,
1904193,6824549,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163254.0,D0006835,3000,300,13400,2,,2020-03-07 12:00:50,2020-03-07 12:03:38,2020-03-07 12:18:43,
1905431,6826009,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163324.0,D0006835,4000,300,13500,2,,2020-03-07 13:12:47,2020-03-07 13:29:00,2020-03-07 13:52:36,
1905719,6826344,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163195.0,D0006835,3000,300,13200,2,,2020-03-07 12:40:10,2020-03-07 12:40:41,2020-03-07 12:56:33,
1906629,6827445,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116503121015.0,D0006835,3500,300,20600,2,,2020-03-07 12:51:24,2020-03-07 12:52:08,2020-03-07 13:07:08,
1907071,6827954,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163607.0,D0006835,3000,300,16100,2,,2020-03-07 12:57:25,2020-03-07 13:09:31,2020-03-07 13:28:28,
1907203,6828106,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163190.0,D0006835,3000,300,17400,2,,2020-03-07 13:59:40,2020-03-07 14:16:07,2020-03-07 14:35:36,
1907761,6828752,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163233.0,D0006835,3500,300,14200,2,,2020-03-07 13:52:06,2020-03-07 14:16:03,2020-03-07 14:35:39,
1907778,6828772,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163633.0,D0006835,3000,300,11000,2,,2020-03-07 13:21:10,2020-03-07 13:25:01,2020-03-07 13:28:27,
1907908,6828925,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163131.0,D0006835,3500,300,14500,2,,2020-03-07 13:42:58,2020-03-07 13:43:31,2020-03-07 13:52:33,
1908019,6829065,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163321.0,D0006835,4000,300,44400,2,,2020-03-07 13:49:36,2020-03-07 13:58:22,2020-03-07 14:15:58,
1908227,6829314,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116502121001.0,D0006835,4000,300,15800,2,,2020-03-07 13:23:33,2020-03-07 13:29:02,2020-03-07 13:52:35,
1908232,6829320,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163633.0,D0006835,3000,300,11200,2,,2020-03-07 13:59:33,2020-03-07 14:16:05,2020-03-07 14:35:38,
1908317,6829421,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116503121011.0,D0006835,3000,300,17900,2,,2020-03-07 13:44:48,2020-03-07 13:58:21,2020-03-07 14:16:00,
1908399,6829520,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1162010300.0,서울특별시,관악구,남현동,,1162063000.0,116204160291.0,D0006835,4000,300,13400,2,,2020-03-07 14:10:42,2020-03-07 14:37:19,2020-03-07 14:57:22,
1909229,6830512,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165053000.0,116503121008.0,D0006835,3000,300,18200,2,,2020-03-07 14:44:50,2020-03-07 14:45:38,2020-03-07 15:17:07,
1909331,6830630,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116503121010.0,D0006835,3000,300,13900,2,,2020-03-07 14:23:23,2020-03-07 14:37:22,2020-03-07 14:57:19,
1909607,6830956,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165053000.0,116503121008.0,D0006835,3000,300,15200,2,,2020-03-07 14:18:44,2020-03-07 14:37:21,2020-03-07 14:57:20,
1909693,6831062,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163288.0,D0006835,3000,300,20300,2,,2020-03-07 14:47:20,2020-03-07 14:57:25,2020-03-07 15:17:06,
1910193,6831651,2020-03-07,C000332,2,,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1162010300.0,서울특별시,관악구,남현동,,1162063000.0,116204160291.0,D0000009,4000,0,13400,2,,2020-03-07 14:22:48,,,2020-03-07 14:23:52
1910418,6831917,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163254.0,D0006835,3000,300,25800,2,,2020-03-07 14:58:06,2020-03-07 14:58:32,2020-03-07 15:31:33,
1911050,6832675,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163608.0,D0006835,3000,300,11900,2,,2020-03-07 16:08:53,2020-03-07 16:09:18,2020-03-07 16:15:30,
1911263,6832926,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0006835,3000,300,11400,2,,2020-03-07 15:17:05,2020-03-07 15:17:35,2020-03-07 15:31:32,
1911443,6833148,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163619.0,D0006835,3000,300,13900,2,,2020-03-07 15:32:26,2020-03-07 15:34:07,2020-03-07 15:50:23,
1911569,6833300,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163607.0,D0006835,3500,300,16900,2,,2020-03-07 15:32:48,2020-03-07 15:34:09,2020-03-07 15:50:22,
1912142,6833950,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163387.0,D0006835,3000,300,12300,2,,2020-03-07 15:23:40,2020-03-07 15:25:13,2020-03-07 15:31:30,
1912185,6833995,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163061.0,D0006835,3000,300,14000,2,,2020-03-07 15:17:34,2020-03-07 15:34:06,2020-03-07 15:50:24,
1914862,6837157,2020-03-07,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121024.0,D0006835,4000,300,11100,2,,2020-03-07 17:23:56,2020-03-07 17:42:38,2020-03-07 17:56:30,
