,기준월,대분류,중분류,나이,성별,시도명,시군구명,성장지수
52587,201908,식품,가공식품,20,all,서울,관악구,97.36227192698593
52588,201908,식품,가공식품,20,all,서울,금천구,263.8965706934082
52591,201908,식품,가공식품,20,all,서울,양천구,121.80592015242985
52592,201908,식품,가공식품,20,all,서울,영등포구,134.62788889784906
52596,201908,식품,기호식품,20,F,서울,강서구,123.68206220045201
52598,201908,식품,기호식품,20,F,서울,동작구,115.25731600162341
52604,201908,식품,기호식품,20,M,서울,강서구,137.3780553688635
52612,201908,식품,기호식품,20,all,서울,동작구,116.23686622759377
52620,201908,식품,담배,20,F,서울,금천구,170.47607021088518
52623,201908,식품,담배,20,F,서울,양천구,135.26513027826138
52629,201908,식품,담배,20,M,서울,관악구,270.18166248700226
52631,201908,식품,담배,20,M,서울,양천구,208.332615697284
52632,201908,식품,담배,20,M,서울,영등포구,177.6581722319859
52634,201908,식품,담배,20,all,서울,금천구,240.8201793486811
52636,201908,식품,담배,20,all,서울,동작구,297.58696591306494
52640,201908,식품,담배,20,all,서울,양천구,168.9778208663451
52643,201908,식품,빙과류,20,F,서울,강서구,137.34123130194337
52647,201908,식품,빙과류,20,F,서울,동작구,149.24652270039078
52654,201908,식품,빙과류,20,M,서울,영등포구,152.44915365062187
52656,201908,식품,빙과류,20,all,서울,관악구,126.9109363146477
52657,201908,식품,빙과류,20,all,서울,금천구,279.48787481234024
52667,201908,식품,빵류,20,M,서울,강서구,102.2907389589337
52668,201908,식품,빵류,20,M,서울,영등포구,131.970230575538
52674,201908,식품,빵류,20,all,서울,동작구,99.40663575199656
52679,201908,식품,신선식품,20,F,서울,동작구,3.331272502454813
52687,201908,식품,신선식품,20,M,서울,양천구,135.99529149371165
52693,201908,식품,신선식품,20,all,서울,동작구,3.8465415150707374
52701,201908,식품,유제품류,20,F,서울,관악구,112.58510424480588
52705,201908,식품,유제품류,20,F,서울,양천구,109.01765101829493
52708,201908,식품,유제품류,20,M,서울,관악구,125.67525453626855
52721,201908,식품,음료,20,F,서울,양천구,126.66035673716075
52722,201908,식품,음료,20,F,서울,영등포구,136.77808963262095
52727,201908,식품,음료,20,M,서울,양천구,161.27903515824386
52730,201908,식품,음료,20,all,서울,강서구,114.51021823513628
52733,201908,식품,음료,20,all,서울,동작구,158.72280393509502
52735,201908,식품,음료,20,all,서울,영등포구,132.35023955029828
52736,201908,식품,제과류,20,F,서울,구로구,115.12127932199186
52739,201908,식품,제과류,20,F,서울,양천구,88.91170363939405
52742,201908,식품,제과류,20,M,서울,동작구,97.62381744358136
52748,201908,식품,제과류,20,all,서울,관악구,85.51973035110576
52750,201908,식품,제과류,20,all,서울,양천구,89.92211773703218
52751,201908,식품,제과류,20,all,서울,영등포구,109.93314113641172
52756,201908,식품,주류,20,F,서울,구로구,117.521062360712
52759,201908,식품,주류,20,F,서울,양천구,155.52062256665963
52775,201908,식품,주류,20,all,서울,양천구,143.43717995979478
52778,201908,일용품,생활용품,20,F,서울,강서구,116.76619968515548
52779,201908,일용품,생활용품,20,F,서울,관악구,119.76029921022699
52782,201908,일용품,생활용품,20,F,서울,영등포구,130.7836025795903
52786,201908,일용품,생활용품,20,M,서울,관악구,124.12805875380761
52788,201908,일용품,생활용품,20,M,서울,동작구,124.61548311174387
52791,201908,일용품,생활용품,20,M,서울,양천구,166.5676577546894
52798,201908,일용품,애완동물용품,20,F,서울,강서구,132.56026250987094
52799,201908,일용품,애완동물용품,20,F,서울,금천구,688.3320729777647
52813,201908,일용품,애완동물용품,20,all,서울,관악구,79.35990517113646
52814,201908,일용품,애완동물용품,20,all,서울,영등포구,66.93444511938534
52823,201908,화장품,바디/헤어용품,20,M,서울,강서구,164.57416329107028
52825,201908,화장품,바디/헤어용품,20,M,서울,구로구,148.1524762436536
52832,201908,화장품,바디/헤어용품,20,all,서울,강서구,121.52863225183359
52833,201908,화장품,바디/헤어용품,20,all,서울,영등포구,127.88852986017557
52834,201908,화장품,뷰티소품,20,F,서울,강서구,32.143399698081296
52838,201908,화장품,뷰티소품,20,F,서울,동작구,84.42499542697941
52848,201908,화장품,뷰티소품,20,M,서울,양천구,167.561260210035
52849,201908,화장품,뷰티소품,20,M,서울,영등포구,185.07777753266961
52854,201908,화장품,뷰티소품,20,all,서울,구로구,100.80938200994349
52859,201908,화장품,화장품,20,F,서울,강서구,87.00739237885124
52860,201908,화장품,화장품,20,F,서울,관악구,74.80298893287413
52869,201908,화장품,화장품,20,M,서울,동작구,344.5740156400055
52878,201908,화장품,화장품,20,all,서울,금천구,229.97407593169305
52882,201908,화장품,화장품,20,all,서울,영등포구,87.78154038710542
52884,201908,건강/의료용품,건강관리용품,20,F,서울,강서구,92.45338936193741
52885,201908,건강/의료용품,건강관리용품,20,F,서울,관악구,124.04194881789542
52888,201908,건강/의료용품,건강관리용품,20,F,서울,동작구,93.60597823513255
52895,201908,건강/의료용품,건강관리용품,20,M,서울,금천구,321.98529824364516
52898,201908,건강/의료용품,건강관리용품,20,M,서울,동작구,138.65300554055182
52905,201908,건강/의료용품,건강관리용품,20,all,서울,금천구,318.41755537118803
52910,201908,식품,가공식품,20,F,서울,금천구,269.65504342639457
52918,201908,식품,가공식품,20,M,서울,강서구,137.1333512174433
52919,201908,식품,가공식품,20,M,서울,구로구,165.0039650586548
52920,201908,식품,가공식품,20,M,서울,금천구,253.85200900247776
52924,201908,식품,가공식품,20,all,서울,구로구,157.60900709278818
52925,201908,식품,가공식품,20,all,서울,동작구,65.32424734465667
52931,201908,식품,기호식품,20,F,서울,영등포구,111.57102176281143
52933,201908,식품,기호식품,20,M,서울,구로구,112.58911237304048
52934,201908,식품,기호식품,20,M,서울,금천구,184.01018400443286
52936,201908,식품,기호식품,20,M,서울,영등포구,183.4157278154688
52939,201908,식품,기호식품,20,all,서울,관악구,72.0871818553733
52940,201908,식품,기호식품,20,all,서울,금천구,187.5699061091417
52941,201908,식품,담배,20,F,서울,구로구,157.48596009081132
52944,201908,식품,담배,20,M,서울,금천구,290.780269058296
52953,201908,식품,빙과류,20,F,서울,구로구,137.7189335732333
52954,201908,식품,빙과류,20,F,서울,금천구,242.36492926652755
52957,201908,식품,빙과류,20,F,서울,양천구,122.23044989196184
52975,201908,식품,빵류,20,F,서울,관악구,69.19206126289582
52987,201908,식품,빵류,20,all,서울,강서구,90.18927846439392
52990,201908,식품,빵류,20,all,서울,영등포구,129.761301217681
52993,201908,식품,신선식품,20,F,서울,강서구,112.74429097295095
53001,201908,식품,신선식품,20,M,서울,강서구,136.33384027235425
53002,201908,식품,신선식품,20,M,서울,금천구,240.99653914836932
53007,201908,식품,신선식품,20,all,서울,강서구,117.57408215720729
53009,201908,식품,신선식품,20,all,서울,양천구,118.47597135605005
53010,201908,식품,유제품류,20,F,서울,금천구,242.812218986326
53019,201908,식품,유제품류,20,all,서울,강서구,119.04091389039374
53020,201908,식품,유제품류,20,all,서울,구로구,146.41352964907716
53025,201908,식품,음료,20,F,서울,금천구,233.53803812315655
53027,201908,식품,음료,20,F,서울,동작구,135.14246791331828
53035,201908,식품,음료,20,M,서울,구로구,150.53528829683762
53037,201908,식품,음료,20,M,서울,동작구,197.03064034886387
53040,201908,식품,음료,20,M,서울,영등포구,125.4176012582534
53052,201908,식품,제과류,20,F,서울,강서구,98.38975771337908
53053,201908,식품,제과류,20,F,서울,금천구,273.90600082210403
53057,201908,식품,제과류,20,M,서울,구로구,113.9864692160688
53064,201908,식품,제과류,20,all,서울,구로구,114.8331090620659
53065,201908,식품,제과류,20,all,서울,금천구,252.1300240045044
53073,201908,식품,주류,20,F,서울,강서구,132.8084173261297
53074,201908,식품,주류,20,F,서울,금천구,257.2316661954584
53077,201908,식품,주류,20,M,서울,강서구,113.61175713194237
53078,201908,식품,주류,20,M,서울,금천구,232.4738270892522
53080,201908,식품,주류,20,M,서울,양천구,122.88770455592214
53085,201908,식품,주류,20,all,서울,금천구,247.4230334326135
53087,201908,식품,주류,20,all,서울,영등포구,145.62086463933062
53090,201908,일용품,생활용품,20,F,서울,금천구,288.10605289900354
53092,201908,일용품,생활용품,20,M,서울,금천구,285.5316062646487
53100,201908,일용품,생활용품,20,all,서울,강서구,123.86176694955938
53102,201908,일용품,생활용품,20,all,서울,금천구,287.2659070882112
53104,201908,일용품,생활용품,20,all,서울,동작구,55.63334335793524
53106,201908,일용품,생활용품,20,all,서울,양천구,141.99227327670198
53107,201908,일용품,생활용품,20,all,서울,영등포구,133.9755633213191
53112,201908,일용품,애완동물용품,20,F,서울,구로구,185.6256825947116
53115,201908,일용품,애완동물용품,20,F,서울,영등포구,63.890222310886145
53119,201908,일용품,애완동물용품,20,M,서울,강서구,193.63094832805496
53122,201908,일용품,애완동물용품,20,all,서울,구로구,162.62417848570072
53129,201908,화장품,바디/헤어용품,20,F,서울,동작구,26.242196922506
53132,201908,화장품,바디/헤어용품,20,F,서울,양천구,191.5295875541101
53133,201908,화장품,바디/헤어용품,20,F,서울,영등포구,131.25502881113022
53138,201908,화장품,바디/헤어용품,20,M,서울,관악구,176.09703484979755
53141,201908,화장품,바디/헤어용품,20,M,서울,양천구,53.84795165436881
53145,201908,화장품,바디/헤어용품,20,all,서울,금천구,264.40917928700355
53159,201908,화장품,뷰티소품,20,M,서울,동작구,72.11538461538461
53162,201908,화장품,뷰티소품,20,all,서울,강서구,35.93874683953934
53163,201908,화장품,뷰티소품,20,all,서울,동작구,79.88000248515561
53168,201908,화장품,뷰티소품,20,all,서울,양천구,293.3301964474768
53172,201908,화장품,화장품,20,F,서울,구로구,106.32596797737324
53173,201908,화장품,화장품,20,F,서울,금천구,198.2624106987883
53175,201908,화장품,화장품,20,F,서울,양천구,48.12062445267438
53179,201908,화장품,화장품,20,M,서울,강서구,137.6212804002413
53185,201908,화장품,화장품,20,all,서울,동작구,88.90430645720798
53187,201908,화장품,화장품,20,all,서울,양천구,48.30207915315452
53191,201908,건강/의료용품,건강관리용품,20,F,서울,금천구,316.4148781611368
53194,201908,건강/의료용품,건강관리용품,20,F,서울,양천구,164.44122381187515
53196,201908,건강/의료용품,건강관리용품,20,M,서울,관악구,167.66516320962944
53198,201908,건강/의료용품,건강관리용품,20,M,서울,영등포구,201.5329085807809
53202,201908,건강/의료용품,건강관리용품,20,all,서울,강서구,112.06572387791529
53203,201908,건강/의료용품,건강관리용품,20,all,서울,구로구,72.71692534192765
53206,201908,식품,가공식품,20,F,서울,관악구,93.14114383094706
53208,201908,식품,가공식품,20,F,서울,동작구,56.86820194994405
53212,201908,식품,가공식품,20,F,서울,영등포구,134.66993760673927
53216,201908,식품,가공식품,20,M,서울,양천구,160.45555751441333
53217,201908,식품,가공식품,20,M,서울,영등포구,134.54193755848178
53224,201908,식품,기호식품,20,F,서울,관악구,62.99676553920217
53225,201908,식품,기호식품,20,F,서울,구로구,119.89521671171784
53232,201908,식품,기호식품,20,M,서울,동작구,118.24709506828714
53234,201908,식품,기호식품,20,M,서울,양천구,54.31088159219081
53242,201908,식품,기호식품,20,all,서울,양천구,170.47520778921228
53245,201908,식품,담배,20,F,서울,관악구,257.6936527364924
53246,201908,식품,담배,20,F,서울,동작구,176.16651733406852
53252,201908,식품,담배,20,M,서울,강서구,190.79881275003223
53255,201908,식품,담배,20,M,서울,동작구,396.0145264922247
53262,201908,식품,담배,20,all,서울,강서구,185.24781181452823
53264,201908,식품,담배,20,all,서울,구로구,199.8468747128901
53267,201908,식품,담배,20,all,서울,영등포구,158.45948293139156
53272,201908,식품,빙과류,20,F,서울,관악구,107.93381509061308
53277,201908,식품,빙과류,20,M,서울,강서구,161.1555662626104
53278,201908,식품,빙과류,20,M,서울,금천구,337.5707846738945
53280,201908,식품,빙과류,20,M,서울,동작구,223.8111865466332
53284,201908,식품,빙과류,20,all,서울,강서구,143.17507307273286
53287,201908,식품,빙과류,20,all,서울,양천구,129.9118404298522
53291,201908,식품,빵류,20,F,서울,금천구,227.54770107669816
53293,201908,식품,빵류,20,F,서울,동작구,95.32815043866506
53297,201908,식품,빵류,20,F,서울,양천구,82.01336984239619
53298,201908,식품,빵류,20,F,서울,영등포구,128.51040873441607
53299,201908,식품,빵류,20,M,서울,금천구,207.9714309540995
53304,201908,식품,빵류,20,all,서울,금천구,219.8256111020016
53310,201908,식품,신선식품,20,F,서울,관악구,121.58709995678413
53311,201908,식품,신선식품,20,F,서울,구로구,151.256650759499
53314,201908,식품,신선식품,20,F,서울,양천구,113.44440668550476
53318,201908,식품,신선식품,20,M,서울,구로구,180.54643557948557
53323,201908,식품,신선식품,20,all,서울,관악구,119.22082616877016
53324,201908,식품,신선식품,20,all,서울,금천구,268.2292860801527
53326,201908,식품,신선식품,20,all,서울,영등포구,140.9821708205121
53327,201908,식품,유제품류,20,F,서울,강서구,117.50230387441964
53329,201908,식품,유제품류,20,F,서울,동작구,79.83699186851986
53336,201908,식품,유제품류,20,M,서울,강서구,124.51877517728857
53338,201908,식품,유제품류,20,M,서울,구로구,175.35587323092412
53342,201908,식품,유제품류,20,M,서울,양천구,129.69613877483937
53343,201908,식품,유제품류,20,M,서울,영등포구,115.10598819510588
53345,201908,식품,유제품류,20,all,서울,금천구,241.50506754099098
53347,201908,식품,유제품류,20,all,서울,동작구,87.28854899881674
53356,201908,식품,음료,20,M,서울,강서구,119.33533176865791
53357,201908,식품,음료,20,M,서울,관악구,146.77212458863522
53363,201908,식품,음료,20,all,서울,금천구,252.85785625158528
53378,201908,식품,제과류,20,M,서울,강서구,101.12825172006542
53381,201908,식품,제과류,20,M,서울,영등포구,105.04784574891407
53393,201908,식품,주류,20,F,서울,영등포구,120.90516373368672
53397,201908,식품,주류,20,M,서울,구로구,107.27486927784659
53400,201908,식품,주류,20,M,서울,영등포구,188.6486566974569
53403,201908,식품,주류,20,all,서울,강서구,127.22643687043332
53404,201908,식품,주류,20,all,서울,관악구,119.64568208008404
53405,201908,식품,주류,20,all,서울,동작구,124.70716713930919
53419,201908,일용품,생활용품,20,all,서울,구로구,172.2615127669266
53424,201908,일용품,애완동물용품,20,F,서울,관악구,77.47451232238902
53429,201908,일용품,애완동물용품,20,F,서울,양천구,180.8440782497523
53433,201908,일용품,애완동물용품,20,M,서울,관악구,87.9684779620636
53434,201908,일용품,애완동물용품,20,M,서울,구로구,75.71629334327586
53435,201908,일용품,애완동물용품,20,M,서울,금천구,368.0169928690639
53436,201908,일용품,애완동물용품,20,M,서울,동작구,4863.157894736842
53437,201908,일용품,애완동물용품,20,M,서울,양천구,117.97752808988764
53438,201908,일용품,애완동물용품,20,M,서울,영등포구,78.82444101470209
53439,201908,일용품,애완동물용품,20,all,서울,강서구,143.6542671522712
53443,201908,일용품,애완동물용품,20,all,서울,동작구,128.51182197496522
53445,201908,일용품,애완동물용품,20,all,서울,양천구,176.9472357707652
53449,201908,화장품,바디/헤어용품,20,F,서울,금천구,288.3805970169925
53456,201908,화장품,바디/헤어용품,20,M,서울,금천구,211.5250724039581
53457,201908,화장품,바디/헤어용품,20,M,서울,동작구,35.23585804075932
53460,201908,화장품,바디/헤어용품,20,M,서울,영등포구,121.47358933505251
53466,201908,화장품,바디/헤어용품,20,all,서울,동작구,28.56365614798694
53469,201908,화장품,바디/헤어용품,20,all,서울,양천구,162.83767094455675
53472,201908,화장품,뷰티소품,20,F,서울,관악구,135.4862811838446
53473,201908,화장품,뷰티소품,20,F,서울,구로구,111.8016123959144
53475,201908,화장품,뷰티소품,20,F,서울,양천구,347.858347386172
53476,201908,화장품,뷰티소품,20,F,서울,영등포구,110.67496464909729
53485,201908,화장품,뷰티소품,20,all,서울,금천구,319.50778993177437
53487,201908,화장품,뷰티소품,20,all,서울,영등포구,123.69664403937664
53493,201908,화장품,화장품,20,M,서울,구로구,173.28089544459635
53494,201908,화장품,화장품,20,M,서울,금천구,320.6144838865051
53497,201908,화장품,화장품,20,all,서울,강서구,92.97996483540906
53498,201908,화장품,화장품,20,all,서울,관악구,136.7354289092289
53499,201908,화장품,화장품,20,all,서울,구로구,118.96687251117672
53510,201908,건강/의료용품,건강관리용품,20,M,서울,강서구,152.47872492336114
53511,201908,건강/의료용품,건강관리용품,20,M,서울,구로구,136.45091628144974
53516,201908,건강/의료용품,건강관리용품,20,all,서울,동작구,117.5430783866114
53519,201908,건강/의료용품,건강관리용품,20,all,서울,영등포구,149.61446814908751
53525,201908,식품,가공식품,20,F,서울,강서구,122.44319621765673
53526,201908,식품,가공식품,20,F,서울,구로구,155.13102927552876
53544,201908,식품,기호식품,20,F,서울,금천구,189.2664244231728
53546,201908,식품,기호식품,20,F,서울,양천구,206.89600161211774
53550,201908,식품,기호식품,20,M,서울,관악구,106.91598840490605
53556,201908,식품,기호식품,20,all,서울,강서구,126.61333366156799
53557,201908,식품,기호식품,20,all,서울,구로구,118.37373663237244
53560,201908,식품,기호식품,20,all,서울,영등포구,131.1023718777737
53565,201908,식품,담배,20,F,서울,강서구,178.0144477687236
53570,201908,식품,담배,20,F,서울,영등포구,135.24219972252558
53571,201908,식품,담배,20,M,서울,구로구,244.39836632108074
53575,201908,식품,담배,20,all,서울,관악구,265.39336671625216
53582,201908,식품,빙과류,20,F,서울,영등포구,177.71091669349119
53585,201908,식품,빙과류,20,M,서울,관악구,171.82728882837822
53586,201908,식품,빙과류,20,M,서울,구로구,196.53661296538604
53589,201908,식품,빙과류,20,M,서울,양천구,147.46882825205876
53592,201908,식품,빙과류,20,all,서울,구로구,149.8487131376424
53593,201908,식품,빙과류,20,all,서울,동작구,172.14075308207543
53595,201908,식품,빙과류,20,all,서울,영등포구,169.5397615036149
53598,201908,식품,빵류,20,F,서울,강서구,85.99214010555956
53599,201908,식품,빵류,20,F,서울,구로구,85.39134594656242
53607,201908,식품,빵류,20,M,서울,관악구,108.68237005105681
53608,201908,식품,빵류,20,M,서울,구로구,87.38525849806774
53609,201908,식품,빵류,20,M,서울,동작구,106.04260588348056
53614,201908,식품,빵류,20,M,서울,양천구,154.62816134566572
53616,201908,식품,빵류,20,all,서울,관악구,83.19135337597423
53617,201908,식품,빵류,20,all,서울,구로구,85.86140395717443
53620,201908,식품,빵류,20,all,서울,양천구,104.66668223737585
53624,201908,식품,신선식품,20,F,서울,금천구,279.9616597258102
53627,201908,식품,신선식품,20,F,서울,영등포구,137.76242765480458
53628,201908,식품,신선식품,20,M,서울,관악구,111.99446905766209
53630,201908,식품,신선식품,20,M,서울,동작구,5.6089816079683725
53632,201908,식품,신선식품,20,M,서울,영등포구,148.8389928953716
53634,201908,식품,신선식품,20,all,서울,구로구,157.04698399395056
53644,201908,식품,유제품류,20,F,서울,구로구,138.4392344035919
53646,201908,식품,유제품류,20,F,서울,영등포구,137.67805630661263
53649,201908,식품,유제품류,20,M,서울,금천구,238.88033494994903
53650,201908,식품,유제품류,20,M,서울,동작구,103.76399359749226
53656,201908,식품,유제품류,20,all,서울,관악구,116.41257238699757
53660,201908,식품,유제품류,20,all,서울,양천구,113.19029698539444
53661,201908,식품,유제품류,20,all,서울,영등포구,131.06977121074596
53665,201908,식품,음료,20,F,서울,강서구,112.29387924966505
53666,201908,식품,음료,20,F,서울,관악구,117.13069455966742
53668,201908,식품,음료,20,F,서울,구로구,118.69811248376837
53671,201908,식품,음료,20,M,서울,금천구,281.5685801533238
53674,201908,식품,음료,20,all,서울,관악구,128.89874981633972
53675,201908,식품,음료,20,all,서울,구로구,127.28057922660813
53676,201908,식품,음료,20,all,서울,양천구,137.54153105952804
53678,201908,식품,제과류,20,F,서울,관악구,77.17660863028851
53679,201908,식품,제과류,20,F,서울,동작구,64.55309542072797
53683,201908,식품,제과류,20,F,서울,영등포구,111.84433866651995
53688,201908,식품,제과류,20,M,서울,관악구,110.3617049668218
53689,201908,식품,제과류,20,M,서울,금천구,213.56128336812503
53692,201908,식품,제과류,20,M,서울,양천구,93.6450697906369
53695,201908,식품,제과류,20,all,서울,강서구,99.01174169598013
53696,201908,식품,제과류,20,all,서울,동작구,73.36320025284589
53698,201908,식품,주류,20,F,서울,관악구,104.18075165961169
53701,201908,식품,주류,20,F,서울,동작구,128.30013577387678
53705,201908,식품,주류,20,M,서울,관악구,148.74311473000762
53707,201908,식품,주류,20,M,서울,동작구,120.17417149033017
53711,201908,식품,주류,20,all,서울,구로구,114.45768905871063
53719,201908,일용품,생활용품,20,F,서울,구로구,167.9700200555395
53721,201908,일용품,생활용품,20,F,서울,동작구,36.3485816683322
53723,201908,일용품,생활용품,20,F,서울,양천구,135.53729926613008
53725,201908,일용품,생활용품,20,M,서울,강서구,154.13456985184962
53727,201908,일용품,생활용품,20,M,서울,구로구,186.55996826969283
53729,201908,일용품,생활용품,20,M,서울,영등포구,142.56923997044882
53733,201908,일용품,생활용품,20,all,서울,관악구,120.88410978452008
53748,201908,일용품,애완동물용품,20,all,서울,금천구,593.7753333363192
53760,201908,화장품,바디/헤어용품,20,F,서울,강서구,106.46384399668527
53761,201908,화장품,바디/헤어용품,20,F,서울,관악구,121.32308268957891
53762,201908,화장품,바디/헤어용품,20,F,서울,구로구,110.32226668203128
53767,201908,화장품,바디/헤어용품,20,all,서울,관악구,139.22020251412948
53768,201908,화장품,바디/헤어용품,20,all,서울,구로구,119.86144162554794
53773,201908,화장품,뷰티소품,20,F,서울,금천구,284.63370429729036
53779,201908,화장품,뷰티소품,20,M,서울,강서구,71.63985210352753
53780,201908,화장품,뷰티소품,20,M,서울,관악구,248.902732549908
53781,201908,화장품,뷰티소품,20,M,서울,구로구,58.847320525783616
53782,201908,화장품,뷰티소품,20,M,서울,금천구,531.5262674629494
53786,201908,화장품,뷰티소품,20,all,서울,관악구,157.03362988964878
53797,201908,화장품,화장품,20,F,서울,영등포구,87.03704739614895
53798,201908,화장품,화장품,20,M,서울,관악구,570.9879557710002
53800,201908,화장품,화장품,20,M,서울,양천구,49.19653694965393
53801,201908,화장품,화장품,20,M,서울,영등포구,90.41626604193114
53808,201908,건강/의료용품,건강관리용품,30,F,서울,강서구,68.241228928041
53809,201908,건강/의료용품,건강관리용품,30,F,서울,구로구,57.88202855005034
53810,201908,건강/의료용품,건강관리용품,30,F,서울,금천구,167.79416907201832
53813,201908,건강/의료용품,건강관리용품,30,F,서울,양천구,78.53772877162682
53820,201908,건강/의료용품,건강관리용품,30,M,서울,동작구,200.62750314474502
53826,201908,건강/의료용품,건강관리용품,30,all,서울,구로구,61.05838403520204
53827,201908,건강/의료용품,건강관리용품,30,all,서울,영등포구,117.20519570722864
53829,201908,식품,가공식품,30,F,서울,관악구,105.5382792750744
53830,201908,식품,가공식품,30,F,서울,금천구,159.22753585238604
53837,201908,식품,가공식품,30,M,서울,관악구,92.50188352141159
53838,201908,식품,가공식품,30,M,서울,구로구,120.92660473982781
53839,201908,식품,가공식품,30,M,서울,동작구,39.29572234671679
53845,201908,식품,가공식품,30,all,서울,금천구,163.06347749238884
53848,201908,식품,가공식품,30,all,서울,영등포구,106.85057029249376
53853,201908,식품,기호식품,30,F,서울,구로구,100.62445815899416
53854,201908,식품,기호식품,30,F,서울,금천구,102.09039318983316
53856,201908,식품,기호식품,30,M,서울,구로구,118.4629762456645
53860,201908,식품,기호식품,30,M,서울,양천구,112.11255069021784
53867,201908,식품,담배,30,F,서울,양천구,119.248269762098
53868,201908,식품,담배,30,F,서울,영등포구,218.93453372558747
53874,201908,식품,담배,30,M,서울,관악구,183.08973256708447
53876,201908,식품,담배,30,M,서울,금천구,135.51573468054272
53877,201908,식품,담배,30,M,서울,동작구,164.46378980954447
53879,201908,식품,담배,30,M,서울,양천구,143.55803520073624
53885,201908,식품,담배,30,all,서울,구로구,163.9824364446331
53886,201908,식품,담배,30,all,서울,금천구,144.138980836994
53894,201908,식품,빙과류,30,F,서울,구로구,132.69486730475907
53895,201908,식품,빙과류,30,F,서울,동작구,133.18895657020798
53897,201908,식품,빙과류,30,F,서울,영등포구,148.10411532958452
53900,201908,식품,빙과류,30,M,서울,관악구,116.97547220681447
53901,201908,식품,빙과류,30,M,서울,금천구,219.2742482731967
53908,201908,식품,빙과류,30,all,서울,관악구,103.65931830120579
53910,201908,식품,빙과류,30,all,서울,동작구,116.17810741224443
53912,201908,식품,빙과류,30,all,서울,양천구,142.03572270734713
53916,201908,식품,빵류,30,F,서울,관악구,70.89831799687657
53921,201908,식품,빵류,30,F,서울,양천구,55.78239996929085
53926,201908,식품,빵류,30,M,서울,금천구,141.28112815279906
53933,201908,식품,빵류,30,all,서울,관악구,75.41914387941179
53935,201908,식품,빵류,30,all,서울,동작구,65.77166438725365
53938,201908,식품,신선식품,30,F,서울,구로구,104.76352712396931
53941,201908,식품,신선식품,30,F,서울,양천구,88.13178001963844
53946,201908,식품,신선식품,30,M,서울,구로구,96.6919936715428
53947,201908,식품,신선식품,30,M,서울,금천구,153.7040186434483
53953,201908,식품,신선식품,30,all,서울,강서구,91.97839306472756
53955,201908,식품,신선식품,30,all,서울,동작구,5.6329352292388695
53957,201908,식품,유제품류,30,F,서울,관악구,104.13029338017769
53967,201908,식품,유제품류,30,M,서울,구로구,107.35513649809666
53971,201908,식품,유제품류,30,M,서울,영등포구,98.48432487044063
53974,201908,식품,유제품류,30,all,서울,구로구,102.86894745191157
53976,201908,식품,유제품류,30,all,서울,양천구,91.74846369260482
53978,201908,식품,음료,30,F,서울,구로구,107.41554113002238
53984,201908,식품,음료,30,M,서울,동작구,112.63046685954424
53989,201908,식품,음료,30,all,서울,강서구,102.53831317811878
53991,201908,식품,음료,30,all,서울,동작구,95.67912536041176
53995,201908,식품,제과류,30,F,서울,강서구,86.51005541187484
53996,201908,식품,제과류,30,F,서울,관악구,72.35688465918611
54000,201908,식품,제과류,30,M,서울,강서구,82.25619147922227
54002,201908,식품,제과류,30,M,서울,동작구,47.65979388528579
54009,201908,식품,제과류,30,all,서울,영등포구,93.5148877043148
54011,201908,식품,주류,30,F,서울,강서구,102.23070277208154
54014,201908,식품,주류,30,M,서울,관악구,83.43711454623079
54016,201908,식품,주류,30,M,서울,금천구,148.1936016073738
54019,201908,식품,주류,30,M,서울,영등포구,86.59734932229453
54024,201908,식품,주류,30,all,서울,관악구,97.91495694991168
54026,201908,식품,주류,30,all,서울,양천구,102.11782310938368
54027,201908,식품,주류,30,all,서울,영등포구,97.41274126346069
54029,201908,일용품,생활용품,30,F,서울,구로구,101.92902190429905
54030,201908,일용품,생활용품,30,F,서울,금천구,156.97231338958446
54031,201908,일용품,생활용품,30,F,서울,동작구,32.82644061968278
54033,201908,일용품,생활용품,30,F,서울,영등포구,101.36452824289594
54035,201908,일용품,생활용품,30,M,서울,관악구,100.59792452264006
54036,201908,일용품,생활용품,30,M,서울,구로구,109.9028738082428
54042,201908,일용품,생활용품,30,all,서울,강서구,99.56992832436342
54044,201908,일용품,생활용품,30,all,서울,동작구,43.15498718383647
54048,201908,일용품,생활용품,30,all,서울,양천구,105.98931486212211
54052,201908,일용품,애완동물용품,30,F,서울,구로구,124.82873539602929
54053,201908,일용품,애완동물용품,30,F,서울,금천구,260.29817904214474
54054,201908,일용품,애완동물용품,30,F,서울,양천구,135.60015787857972
54062,201908,일용품,애완동물용품,30,all,서울,금천구,230.87512119888103
54072,201908,화장품,바디/헤어용품,30,F,서울,금천구,120.73849829796279
54076,201908,화장품,바디/헤어용품,30,M,서울,강서구,113.87276315726454
54083,201908,화장품,바디/헤어용품,30,all,서울,강서구,101.3252494435471
54087,201908,화장품,바디/헤어용품,30,all,서울,양천구,90.1721519667791
54090,201908,화장품,뷰티소품,30,F,서울,구로구,52.58913017230972
54093,201908,화장품,뷰티소품,30,F,서울,양천구,98.85282915592856
54095,201908,화장품,뷰티소품,30,M,서울,동작구,296.0915909988156
54097,201908,화장품,뷰티소품,30,M,서울,영등포구,42.18953801892232
54100,201908,화장품,뷰티소품,30,all,서울,강서구,50.27961633552316
54102,201908,화장품,뷰티소품,30,all,서울,구로구,52.980170598914356
