,기간,업종대분류,업종소분류,연령,성별,시도,시군구,소비지수
47844,201907,화장품,뷰티소품,40,M,서울,송파구,65.37655993239417
47852,201907,화장품,뷰티소품,40,all,서울,서초구,104.64446145772905
47853,201907,화장품,뷰티소품,40,all,서울,송파구,65.38512384280148
47859,201907,화장품,화장품,40,F,서울,서초구,35.928432809650324
47864,201907,화장품,화장품,40,M,서울,강동구,22.204674492706882
47875,201907,화장품,화장품,40,all,서울,서초구,21.149298561083764
47880,201907,건강/의료용품,건강관리용품,40,F,서울,송파구,85.84969788260173
47889,201907,건강/의료용품,건강관리용품,40,all,서울,강동구,78.85855294378183
47892,201907,건강/의료용품,건강관리용품,40,all,서울,서초구,79.46364175267776
47893,201907,건강/의료용품,건강관리용품,40,all,서울,송파구,82.37201928559384
47902,201907,식품,가공식품,40,M,서울,강동구,92.89250823131495
47905,201907,식품,가공식품,40,M,서울,서초구,87.19028376206032
47911,201907,식품,가공식품,40,all,서울,강남구,100.86679904838509
47912,201907,식품,가공식품,40,all,서울,강동구,101.5946268071624
47925,201907,식품,기호식품,40,M,서울,강남구,79.99827104577251
47931,201907,식품,기호식품,40,all,서울,강동구,99.17741431379036
47935,201907,식품,담배,40,F,서울,강동구,161.12876967206762
47944,201907,식품,담배,40,M,서울,강동구,173.7333929532312
47950,201907,식품,담배,40,M,서울,서초구,161.37604830289376
47964,201907,식품,빙과류,40,F,서울,송파구,142.1110754003451
47983,201907,식품,빵류,40,M,서울,송파구,99.50468232065056
47988,201907,식품,신선식품,40,F,서울,강동구,93.07531159595085
47994,201907,식품,신선식품,40,M,서울,강동구,110.13286793191156
47998,201907,식품,신선식품,40,M,서울,서초구,97.48261130701843
48002,201907,식품,신선식품,40,all,서울,강남구,101.18675364002205
48006,201907,식품,신선식품,40,all,서울,송파구,87.89793646435128
48012,201907,식품,유제품류,40,M,서울,강남구,103.34585081237637
48018,201907,식품,유제품류,40,all,서울,강남구,98.77529500573452
48021,201907,식품,유제품류,40,all,서울,송파구,93.50567509729812
48025,201907,식품,음료,40,F,서울,서초구,97.49143688578413
48031,201907,식품,음료,40,M,서울,강동구,122.1744604398978
48036,201907,식품,음료,40,M,서울,서초구,81.75277281026875
48046,201907,식품,제과류,40,F,서울,서초구,97.78599862067684
48052,201907,식품,제과류,40,M,서울,서초구,88.32618909719093
48063,201907,식품,주류,40,F,서울,강동구,94.03651401097366
48073,201907,식품,주류,40,all,서울,강동구,101.08323644090223
48077,201907,식품,주류,40,all,서울,서초구,92.62698656128993
48080,201907,일용품,생활용품,40,F,서울,강동구,103.84169255801321
48092,201907,일용품,생활용품,40,M,서울,송파구,93.8984568261448
48106,201907,일용품,애완동물용품,40,F,서울,송파구,83.65757974009422
48118,201907,일용품,애완동물용품,40,all,서울,강남구,69.62359224070697
48125,201907,화장품,바디/헤어용품,40,F,서울,송파구,86.3195985577154
48134,201907,화장품,바디/헤어용품,40,M,서울,서초구,94.60783426157766
48136,201907,화장품,바디/헤어용품,40,all,서울,강동구,98.06867556201416
48151,201907,화장품,뷰티소품,40,M,서울,강동구,106.36251202418578
48156,201907,화장품,뷰티소품,40,M,서울,서초구,90.45784381757088
48159,201907,화장품,화장품,40,F,서울,강남구,84.24615548324397
48164,201907,화장품,화장품,40,F,서울,송파구,78.71059180942598
48166,201907,화장품,화장품,40,M,서울,강남구,76.97587874425636
48171,201907,화장품,화장품,40,M,서울,송파구,42.258171564300326
48174,201907,화장품,화장품,40,all,서울,강동구,75.79677649079984
48177,201907,건강/의료용품,건강관리용품,40,F,서울,강남구,84.43987676017757
48184,201907,건강/의료용품,건강관리용품,40,M,서울,강남구,121.99209167682336
48190,201907,건강/의료용품,건강관리용품,40,all,서울,강남구,101.43519280286348
48198,201907,식품,가공식품,40,F,서울,송파구,98.39979787187175
48207,201907,식품,가공식품,40,all,서울,서초구,95.17839427018076
48216,201907,식품,기호식품,40,F,서울,서초구,87.09054306321244
48220,201907,식품,기호식품,40,M,서울,강동구,81.05025825510735
48223,201907,식품,기호식품,40,M,서울,서초구,104.68284128836714
48232,201907,식품,기호식품,40,all,서울,송파구,83.76023751469151
48236,201907,식품,담배,40,F,서울,강남구,156.90414904227222
48241,201907,식품,담배,40,F,서울,서초구,144.66561619020055
48249,201907,식품,담배,40,all,서울,강동구,168.61231101511882
48254,201907,식품,담배,40,all,서울,송파구,116.29980671269816
48258,201907,식품,빙과류,40,F,서울,강남구,158.027232533482
48265,201907,식품,빙과류,40,M,서울,서초구,125.15413017115308
48268,201907,식품,빙과류,40,all,서울,강남구,157.06143351012363
48273,201907,식품,빙과류,40,all,서울,송파구,140.7122243790259
48278,201907,식품,빵류,40,M,서울,강동구,104.65531205210944
48283,201907,식품,빵류,40,all,서울,강남구,96.0270337821476
48284,201907,식품,빵류,40,all,서울,강동구,101.05971044252523
48288,201907,식품,빵류,40,all,서울,서초구,104.77527987006914
48302,201907,식품,신선식품,40,M,서울,송파구,87.73983621844043
48305,201907,식품,신선식품,40,all,서울,강동구,96.7388526841398
48314,201907,식품,유제품류,40,F,서울,서초구,103.25325388463396
48315,201907,식품,유제품류,40,F,서울,송파구,94.10902193119708
48325,201907,식품,유제품류,40,all,서울,강동구,102.21617268474459
48345,201907,식품,음료,40,all,서울,강남구,89.88012950835586
48346,201907,식품,음료,40,all,서울,강동구,120.38318202084551
48350,201907,식품,음료,40,all,서울,송파구,99.44860195328907
48353,201907,식품,제과류,40,F,서울,강남구,97.63780823435116
48358,201907,식품,제과류,40,M,서울,강동구,163.6745673716697
48362,201907,식품,제과류,40,M,서울,송파구,84.9475074669048
48365,201907,식품,제과류,40,all,서울,강남구,96.08704731929672
48369,201907,식품,제과류,40,all,서울,송파구,84.9962677509017
48373,201907,식품,주류,40,F,서울,강남구,101.6859421264176
48382,201907,식품,주류,40,M,서울,서초구,92.58506583955379
48383,201907,식품,주류,40,M,서울,송파구,93.70077183182423
48394,201907,일용품,생활용품,40,F,서울,서초구,108.25081638719128
48397,201907,일용품,생활용품,40,F,서울,송파구,100.6718371125805
48402,201907,일용품,생활용품,40,all,서울,강남구,93.25929642736094
48403,201907,일용품,생활용품,40,all,서울,강동구,97.90796631321018
48408,201907,일용품,생활용품,40,all,서울,서초구,105.98675822223056
48411,201907,일용품,애완동물용품,40,F,서울,강동구,170.84530992637815
48417,201907,일용품,애완동물용품,40,M,서울,강남구,48.257627887020654
48423,201907,일용품,애완동물용품,40,all,서울,강동구,157.0149235402653
48428,201907,화장품,기타화장품,40,F,서울,송파구,84.81675392670158
48430,201907,화장품,기타화장품,40,M,서울,송파구,161.53846153846158
48433,201907,화장품,기타화장품,40,all,서울,송파구,94.00921658986178
48442,201907,화장품,바디/헤어용품,40,F,서울,서초구,102.12385655882534
48447,201907,화장품,바디/헤어용품,40,M,서울,송파구,39.20643817536109
48464,201907,화장품,뷰티소품,40,all,서울,강남구,109.23911460535578
48465,201907,화장품,뷰티소품,40,all,서울,강동구,135.56601127971834
48471,201907,화장품,화장품,40,F,서울,강동구,107.18045201539336
48494,201907,건강/의료용품,건강관리용품,40,F,서울,강동구,98.21037300021204
48498,201907,건강/의료용품,건강관리용품,40,F,서울,서초구,81.42908783330776
48506,201907,건강/의료용품,건강관리용품,40,M,서울,서초구,75.96222113563667
48507,201907,건강/의료용품,건강관리용품,40,M,서울,송파구,76.08235075763679
48515,201907,식품,가공식품,40,F,서울,강남구,103.8991474460878
48516,201907,식품,가공식품,40,F,서울,강동구,105.00688468892072
48522,201907,식품,가공식품,40,F,서울,서초구,98.25106064641984
48524,201907,식품,가공식품,40,M,서울,강남구,91.27245402474968
48527,201907,식품,가공식품,40,M,서울,송파구,95.88575397359376
48534,201907,식품,가공식품,40,all,서울,송파구,97.73635296999737
48537,201907,식품,기호식품,40,F,서울,강남구,80.441658161822
48538,201907,식품,기호식품,40,F,서울,강동구,108.27355802773072
48541,201907,식품,기호식품,40,F,서울,송파구,82.45788895920286
48558,201907,식품,담배,40,M,서울,강남구,174.40448203671352
48564,201907,식품,담배,40,all,서울,서초구,155.0794672946734
48573,201907,식품,빙과류,40,M,서울,강남구,154.65396394380898
48581,201907,식품,빙과류,40,all,서울,강동구,142.71470192251996
48586,201907,식품,빵류,40,F,서울,강남구,95.02063171685404
48587,201907,식품,빵류,40,F,서울,강동구,98.97257357780686
48591,201907,식품,빵류,40,F,서울,서초구,104.80751276794348
48593,201907,식품,빵류,40,F,서울,송파구,97.52628724467571
48595,201907,식품,빵류,40,M,서울,강남구,98.41784047435287
48598,201907,식품,빵류,40,M,서울,서초구,104.69998433881949
48608,201907,식품,빵류,40,all,서울,송파구,98.08464331630479
48630,201907,식품,유제품류,40,M,서울,강동구,90.20259526847047
48634,201907,식품,유제품류,40,M,서울,서초구,98.37831948915272
48635,201907,식품,유제품류,40,M,서울,송파구,91.90612764624883
48648,201907,식품,음료,40,M,서울,강남구,79.84171411269213
48656,201907,식품,음료,40,all,서울,서초구,91.68188826626185
48667,201907,식품,제과류,40,M,서울,강남구,91.39246600207017
48675,201907,식품,제과류,40,all,서울,서초구,95.10535160138987
48684,201907,식품,주류,40,M,서울,강남구,100.7282099304376
48685,201907,식품,주류,40,M,서울,강동구,111.11624078377906
48694,201907,식품,주류,40,all,서울,강남구,101.38246347420471
48702,201907,일용품,생활용품,40,M,서울,강동구,81.92841004170333
48706,201907,일용품,생활용품,40,M,서울,서초구,100.1135078780612
48714,201907,일용품,애완동물용품,40,F,서울,강남구,73.43593040821851
48722,201907,일용품,애완동물용품,40,M,서울,송파구,87.58132537954123
48728,201907,일용품,애완동물용품,40,all,서울,서초구,94.30695248886872
48730,201907,일용품,애완동물용품,40,all,서울,송파구,84.57001673566354
48733,201907,화장품,바디/헤어용품,40,F,서울,강동구,104.32748881500828
48740,201907,화장품,바디/헤어용품,40,M,서울,강남구,87.32114224636767
48741,201907,화장품,바디/헤어용품,40,M,서울,강동구,87.32338092577022
48746,201907,화장품,바디/헤어용품,40,all,서울,강남구,94.02731817175864
48751,201907,화장품,바디/헤어용품,40,all,서울,서초구,99.99194036428871
48752,201907,화장품,바디/헤어용품,40,all,서울,송파구,65.73764519860313
48756,201907,화장품,뷰티소품,40,F,서울,강남구,108.11813941637621
48757,201907,화장품,뷰티소품,40,F,서울,강동구,143.69173954119714
48761,201907,화장품,뷰티소품,40,F,서울,송파구,65.38759172053481
48763,201907,화장품,뷰티소품,40,M,서울,강남구,113.51556549598018
48784,201907,화장품,화장품,40,M,서울,서초구,13.285879130723824
48788,201907,화장품,화장품,40,all,서울,강남구,82.24727395726576
48792,201907,화장품,화장품,40,all,서울,송파구,64.16285244865023
48795,201907,건강/의료용품,건강관리용품,50,F,서울,강남구,183.0038379138068
48811,201907,건강/의료용품,건강관리용품,50,all,서울,강동구,117.42246202780228
48819,201907,식품,가공식품,50,F,서울,강남구,93.67636911316634
48824,201907,식품,가공식품,50,F,서울,서초구,92.69684714248207
48826,201907,식품,가공식품,50,M,서울,강남구,93.7533807421928
48830,201907,식품,가공식품,50,M,서울,서초구,92.81616313873657
48832,201907,식품,가공식품,50,all,서울,강동구,85.51928667734099
48834,201907,식품,가공식품,50,all,서울,송파구,98.20192239155018
48845,201907,식품,기호식품,50,F,서울,서초구,82.91753534489246
48847,201907,식품,기호식품,50,M,서울,강동구,69.46367578602704
48849,201907,식품,기호식품,50,M,서울,송파구,45.401025412164536
48851,201907,식품,기호식품,50,all,서울,강남구,70.7467982325886
48861,201907,식품,담배,50,M,서울,강동구,169.37027367445722
48871,201907,식품,담배,50,all,서울,서초구,157.1252837535339
48872,201907,식품,담배,50,all,서울,송파구,110.07119500335024
48873,201907,식품,빙과류,50,F,서울,강남구,141.61062730307958
48877,201907,식품,빙과류,50,F,서울,송파구,154.92493906954482
48879,201907,식품,빙과류,50,M,서울,강남구,135.93527200479824
48880,201907,식품,빙과류,50,M,서울,강동구,199.68315242083582
48892,201907,식품,빙과류,50,all,서울,서초구,127.64656600269024
48897,201907,식품,빵류,50,F,서울,서초구,98.8544076468306
48899,201907,식품,빵류,50,M,서울,강남구,94.84514556889536
48915,201907,식품,신선식품,50,M,서울,강남구,93.79743157830437
48925,201907,식품,신선식품,50,all,서울,송파구,93.58077278974122
48934,201907,식품,유제품류,50,M,서울,강동구,104.90138201676297
48947,201907,식품,음료,50,F,서울,서초구,94.81412012197521
48955,201907,식품,음료,50,M,서울,송파구,95.49361838780922
48965,201907,식품,음료,50,all,서울,서초구,105.60192091141892
48968,201907,식품,제과류,50,F,서울,강동구,71.43887365089337
48975,201907,식품,제과류,50,M,서울,강동구,55.73007171696149
48979,201907,식품,제과류,50,M,서울,서초구,69.64777565593252
48982,201907,식품,제과류,50,all,서울,서초구,85.80721859884393
48986,201907,식품,주류,50,F,서울,강남구,101.32672737031704
48993,201907,식품,주류,50,F,서울,송파구,88.77684874750517
48997,201907,식품,주류,50,all,서울,강동구,80.73938293120979
48999,201907,식품,주류,50,all,서울,서초구,103.46582949355556
49000,201907,식품,주류,50,all,서울,송파구,87.17967715153847
49002,201907,일용품,생활용품,50,F,서울,강동구,77.4481974687724
49007,201907,일용품,생활용품,50,M,서울,강남구,90.34513990773351
49015,201907,일용품,생활용품,50,all,서울,강남구,88.95272682816723
49017,201907,일용품,생활용품,50,all,서울,서초구,112.02074295494343
49022,201907,일용품,애완동물용품,50,F,서울,서초구,99.87034940606918
49025,201907,일용품,애완동물용품,50,M,서울,강남구,91.33980028769524
49034,201907,일용품,애완동물용품,50,all,서울,강남구,76.15690800464941
49038,201907,일용품,애완동물용품,50,all,서울,송파구,84.64095670296355
49043,201907,화장품,바디/헤어용품,50,F,서울,강남구,68.95026760094936
49049,201907,화장품,바디/헤어용품,50,M,서울,송파구,63.35679436128749
49053,201907,화장품,바디/헤어용품,50,all,서울,강남구,68.23980614742122
49054,201907,화장품,바디/헤어용품,50,all,서울,강동구,82.27610277091475
49058,201907,화장품,바디/헤어용품,50,all,서울,서초구,90.41841588330395
49059,201907,화장품,바디/헤어용품,50,all,서울,송파구,81.3090241515452
49070,201907,화장품,뷰티소품,50,all,서울,강동구,149.96501266557812
49074,201907,화장품,뷰티소품,50,all,서울,송파구,73.07100979612827
49077,201907,화장품,화장품,50,F,서울,강동구,44.480559546067326
49083,201907,화장품,화장품,50,F,서울,서초구,36.87725571506766
49091,201907,화장품,화장품,50,all,서울,송파구,74.25080749972352
49098,201907,건강/의료용품,건강관리용품,50,F,서울,송파구,86.4774757902014
49104,201907,건강/의료용품,건강관리용품,50,M,서울,송파구,48.38609771887661
49112,201907,건강/의료용품,건강관리용품,50,all,서울,송파구,73.56226662923422
49115,201907,식품,가공식품,50,F,서울,강동구,104.56550813771572
49121,201907,식품,가공식품,50,M,서울,강동구,49.525184206832435
49126,201907,식품,가공식품,50,M,서울,송파구,95.25526825153747
49131,201907,식품,가공식품,50,all,서울,강남구,93.69464566924884
49138,201907,식품,가공식품,50,all,서울,서초구,92.72492994382198
49141,201907,식품,기호식품,50,F,서울,강동구,69.16689705438826
49156,201907,식품,기호식품,50,all,서울,강동구,69.24768920660752
49161,201907,식품,기호식품,50,all,서울,송파구,66.3109715146464
49171,201907,식품,담배,50,F,서울,서초구,149.48297360080218
49182,201907,식품,담배,50,all,서울,강남구,153.56582402223918
49199,201907,식품,빙과류,50,M,서울,서초구,125.47484203477049
49201,201907,식품,빙과류,50,M,서울,송파구,136.2482568492382
49210,201907,식품,빵류,50,F,서울,강동구,72.15107461521623
49219,201907,식품,빵류,50,M,서울,송파구,92.34316942336793
49222,201907,식품,빵류,50,all,서울,강동구,80.48049150774406
49237,201907,식품,신선식품,50,F,서울,서초구,102.38960581306331
49238,201907,식품,신선식품,50,M,서울,강동구,92.33271228262512
49246,201907,식품,신선식품,50,all,서울,서초구,102.07528070318592
49249,201907,식품,유제품류,50,F,서울,강동구,100.60577773447737
49253,201907,식품,유제품류,50,F,서울,송파구,100.78135000863993
49259,201907,식품,유제품류,50,M,서울,강남구,94.77025223726068
49265,201907,식품,유제품류,50,M,서울,서초구,100.37052351131756
49267,201907,식품,유제품류,50,M,서울,송파구,96.03483802310394
49272,201907,식품,유제품류,50,all,서울,서초구,102.10947223938808
49278,201907,식품,음료,50,F,서울,강남구,93.61829638226244
49279,201907,식품,음료,50,F,서울,강동구,99.08159430092479
49283,201907,식품,음료,50,F,서울,송파구,100.36883466571008
49287,201907,식품,음료,50,M,서울,강동구,125.354076989757
49292,201907,식품,음료,50,all,서울,강동구,107.31334893372032
49298,201907,식품,제과류,50,F,서울,강남구,88.18629567753638
49304,201907,식품,제과류,50,M,서울,강남구,71.8912680765541
49306,201907,식품,제과류,50,M,서울,송파구,92.90425121745778
49321,201907,식품,주류,50,M,서울,강동구,96.51175757721586
49327,201907,식품,주류,50,M,서울,송파구,84.09775866024317
49335,201907,일용품,생활용품,50,F,서울,강남구,88.49862930618141
49347,201907,일용품,생활용품,50,all,서울,강동구,87.58480584058753
49355,201907,일용품,애완동물용품,50,F,서울,강남구,71.82877329686494
49356,201907,일용품,애완동물용품,50,F,서울,강동구,51.23183296483091
49360,201907,일용품,애완동물용품,50,F,서울,송파구,85.22749238136635
49363,201907,일용품,애완동물용품,50,M,서울,강동구,56.180110332488454
49375,201907,화장품,기타화장품,50,F,서울,송파구,137.5609756097561
49377,201907,화장품,기타화장품,50,M,서울,송파구,114.28571428571428
49380,201907,화장품,바디/헤어용품,50,F,서울,강동구,84.33050312151984
49387,201907,화장품,바디/헤어용품,50,M,서울,강동구,76.9707071032422
49405,201907,화장품,뷰티소품,50,F,서울,서초구,106.03863748244024
49428,201907,화장품,화장품,50,M,서울,강남구,64.23829023286582
49433,201907,화장품,화장품,50,M,서울,송파구,61.442686358958596
49436,201907,화장품,화장품,50,all,서울,강동구,66.15323943300703
49445,201907,건강/의료용품,건강관리용품,50,M,서울,강남구,82.85244520730204
49446,201907,건강/의료용품,건강관리용품,50,M,서울,강동구,132.16686122442096
49448,201907,건강/의료용품,건강관리용품,50,M,서울,서초구,100.65050839035507
49454,201907,건강/의료용품,건강관리용품,50,all,서울,서초구,107.90464149796922
49457,201907,식품,가공식품,50,F,서울,송파구,99.1329794407564
49472,201907,식품,기호식품,50,F,서울,강남구,67.42696065303564
49474,201907,식품,기호식품,50,F,서울,송파구,78.3330374989768
49477,201907,식품,기호식품,50,M,서울,강남구,80.37388810035073
49479,201907,식품,기호식품,50,M,서울,서초구,108.15738602658656
49491,201907,식품,담배,50,M,서울,강남구,164.1375125693717
49501,201907,식품,빙과류,50,F,서울,강동구,153.167132326715
49514,201907,식품,빙과류,50,all,서울,송파구,149.29372730672424
49530,201907,식품,빵류,50,all,서울,서초구,100.90587217414928
49533,201907,식품,신선식품,50,F,서울,강남구,95.15130815385
49534,201907,식품,신선식품,50,F,서울,강동구,106.29255282076393
49542,201907,식품,신선식품,50,M,서울,송파구,93.0400354729414
49545,201907,식품,신선식품,50,all,서울,강남구,94.86040236690607
49546,201907,식품,신선식품,50,all,서울,강동구,103.62666574687715
49554,201907,식품,유제품류,50,F,서울,서초구,102.66835655312279
49567,201907,식품,음료,50,M,서울,강남구,117.75798613241348
49574,201907,식품,음료,50,all,서울,강남구,101.50242443515059
49584,201907,식품,제과류,50,F,서울,송파구,82.289728626759
49597,201907,식품,제과류,50,all,서울,강남구,83.09929332399162
49599,201907,식품,제과류,50,all,서울,송파구,85.44379684308433
49601,201907,식품,주류,50,F,서울,강동구,74.54982352482936
49604,201907,식품,주류,50,F,서울,서초구,101.02913350858758
49616,201907,식품,주류,50,all,서울,강남구,104.9286144698819
49629,201907,일용품,생활용품,50,M,서울,강동구,120.52938615585545
49631,201907,일용품,생활용품,50,M,서울,서초구,113.47638103642043
49633,201907,일용품,생활용품,50,M,서울,송파구,97.1647093061745
49639,201907,일용품,생활용품,50,all,서울,송파구,102.0084192198735
49652,201907,일용품,애완동물용품,50,all,서울,강동구,52.30574110020358
49655,201907,일용품,애완동물용품,50,all,서울,서초구,103.18926923204006
49660,201907,화장품,기타화장품,50,all,서울,송파구,132.08955223880596
49668,201907,화장품,바디/헤어용품,50,F,서울,송파구,88.53235398948117
49686,201907,화장품,뷰티소품,50,F,서울,강동구,145.23219188972013
49690,201907,화장품,뷰티소품,50,F,서울,송파구,76.50242588608496
49692,201907,화장품,뷰티소품,50,M,서울,강남구,61.66400323811814
49693,201907,화장품,뷰티소품,50,M,서울,강동구,164.88468962714614
49698,201907,화장품,뷰티소품,50,M,서울,서초구,89.41790592236264
49701,201907,화장품,뷰티소품,50,M,서울,송파구,58.61632654474389
49706,201907,화장품,뷰티소품,50,all,서울,서초구,102.49622471237522
49716,201907,화장품,화장품,50,F,서울,송파구,78.85037616727928
49727,201907,화장품,화장품,50,all,서울,강남구,67.1659882159127
49735,201907,건강/의료용품,건강관리용품,50,F,서울,강동구,106.3206917616983
49737,201907,건강/의료용품,건강관리용품,50,F,서울,서초구,113.21054251232864
49745,201907,건강/의료용품,건강관리용품,50,all,서울,강남구,134.6504754088039
49784,201907,식품,기호식품,50,all,서울,서초구,89.66209266127893
49787,201907,식품,담배,50,F,서울,강남구,141.80229266911968
49788,201907,식품,담배,50,F,서울,강동구,159.59787768779668
49792,201907,식품,담배,50,F,서울,송파구,108.53564028297012
49798,201907,식품,담배,50,M,서울,서초구,166.22261095785956
49799,201907,식품,담배,50,M,서울,송파구,112.06436688354694
49802,201907,식품,담배,50,all,서울,강동구,164.39559606422526
49818,201907,식품,빙과류,50,F,서울,서초구,128.57796163451636
49823,201907,식품,빙과류,50,all,서울,강남구,139.85454413960804
49824,201907,식품,빙과류,50,all,서울,강동구,165.0660592826175
49834,201907,식품,빵류,50,F,서울,강남구,80.36712869989051
49839,201907,식품,빵류,50,F,서울,송파구,95.0871050850013
49843,201907,식품,빵류,50,M,서울,강동구,103.25063267999245
49847,201907,식품,빵류,50,M,서울,서초구,106.22262466646282
49852,201907,식품,빵류,50,all,서울,강남구,84.62643586414802
49857,201907,식품,빵류,50,all,서울,송파구,94.37926724273949
49862,201907,식품,신선식품,50,F,서울,송파구,93.74615071661393
49869,201907,식품,신선식품,50,M,서울,서초구,100.98490601701464
49881,201907,식품,유제품류,50,F,서울,강남구,94.2773219450161
49892,201907,식품,유제품류,50,all,서울,강남구,94.39778185569936
49893,201907,식품,유제품류,50,all,서울,강동구,101.57234798266632
49899,201907,식품,유제품류,50,all,서울,송파구,99.61370985692251
49911,201907,식품,음료,50,M,서울,서초구,130.6938147394645
49918,201907,식품,음료,50,all,서울,송파구,98.92965279813444
49922,201907,식품,제과류,50,F,서울,서초구,93.9051684878108
49930,201907,식품,제과류,50,all,서울,강동구,58.645775820674345
49946,201907,식품,주류,50,M,서울,강남구,111.88520035601364
49948,201907,식품,주류,50,M,서울,서초구,108.20056032506693
49963,201907,일용품,생활용품,50,F,서울,서초구,111.57866884000471
49964,201907,일용품,생활용품,50,F,서울,송파구,103.54021522326988
49993,201907,일용품,애완동물용품,50,M,서울,서초구,115.68172972836695
49994,201907,일용품,애완동물용품,50,M,서울,송파구,81.8248408350214
50001,201907,화장품,바디/헤어용품,50,F,서울,서초구,98.58741957918826
50003,201907,화장품,바디/헤어용품,50,M,서울,강남구,66.86127154020804
50007,201907,화장품,바디/헤어용품,50,M,서울,서초구,71.72774825281184
50012,201907,화장품,뷰티소품,50,F,서울,강남구,79.21269645687735
50025,201907,화장품,뷰티소품,50,all,서울,강남구,74.79801785886683
50031,201907,화장품,화장품,50,F,서울,강남구,68.21617609780354
50036,201907,화장품,화장품,50,M,서울,강동구,114.06189684545349
50039,201907,화장품,화장품,50,M,서울,서초구,62.919940684305494
50045,201907,화장품,화장품,50,all,서울,서초구,42.68226865897688
50051,201907,건강/의료용품,건강관리용품,60,F,서울,강동구,82.05207880181467
50055,201907,건강/의료용품,건강관리용품,60,F,서울,송파구,78.74520550685354
50057,201907,건강/의료용품,건강관리용품,60,M,서울,강남구,177.78887537306758
50064,201907,건강/의료용품,건강관리용품,60,M,서울,서초구,134.02829486224869
50068,201907,건강/의료용품,건강관리용품,60,all,서울,송파구,70.64537679256104
50070,201907,식품,가공식품,60,F,서울,강남구,94.67626733186482
50071,201907,식품,가공식품,60,F,서울,강동구,90.00360412695471
50079,201907,식품,가공식품,60,F,서울,서초구,103.66945113016399
50089,201907,식품,가공식품,60,M,서울,송파구,95.49339301013431
50093,201907,식품,가공식품,60,all,서울,강남구,94.0275820491927
50101,201907,식품,기호식품,60,F,서울,송파구,89.9851666807259
50103,201907,식품,기호식품,60,M,서울,서초구,71.02092083201991
50109,201907,식품,기호식품,60,all,서울,송파구,82.10066004036914
50113,201907,식품,담배,60,F,서울,송파구,95.821719796456
50117,201907,식품,담배,60,M,서울,강남구,166.7072302711639
50135,201907,식품,빙과류,60,F,서울,강동구,147.2370630933579
50140,201907,식품,빙과류,60,F,서울,서초구,164.40875601448602
50141,201907,식품,빙과류,60,F,서울,송파구,175.98906139035606
50144,201907,식품,빙과류,60,M,서울,강남구,142.77249637487162
50145,201907,식품,빙과류,60,M,서울,강동구,161.74756193251878
50160,201907,식품,빵류,60,F,서울,서초구,106.19390872109345
50164,201907,식품,빵류,60,M,서울,강남구,73.25789442502519
50167,201907,식품,빵류,60,M,서울,송파구,89.90617177485113
50170,201907,식품,빵류,60,all,서울,강동구,93.41692164095295
50191,201907,식품,유제품류,60,F,서울,송파구,109.37454296976028
50199,201907,식품,유제품류,60,M,서울,서초구,111.75832262567066
50201,201907,식품,유제품류,60,M,서울,송파구,101.1429391509893
50205,201907,식품,유제품류,60,all,서울,강남구,96.81649982887207
50212,201907,식품,음료,60,F,서울,서초구,99.5885623402259
50222,201907,식품,음료,60,all,서울,강남구,92.43532347892432
50225,201907,식품,음료,60,all,서울,송파구,102.27758011143128
50235,201907,식품,제과류,60,M,서울,송파구,81.0450693386568
50243,201907,식품,주류,60,F,서울,강남구,92.5275640001645
50250,201907,식품,주류,60,M,서울,강남구,92.99149799967104
50251,201907,식품,주류,60,M,서울,강동구,88.86213202850328
50263,201907,일용품,생활용품,60,F,서울,강동구,99.36282645727051
50268,201907,일용품,생활용품,60,M,서울,강남구,95.31862450940952
50282,201907,일용품,애완동물용품,60,F,서울,서초구,111.52543053224035
50284,201907,일용품,애완동물용품,60,M,서울,강동구,100.91185410334349
50287,201907,일용품,애완동물용품,60,M,서울,서초구,106.4930972278467
50289,201907,일용품,애완동물용품,60,M,서울,송파구,75.31343416466119
50296,201907,일용품,애완동물용품,60,all,서울,서초구,110.01568883307812
50298,201907,화장품,기타화장품,60,all,서울,송파구,120.67039106145252
50311,201907,화장품,바디/헤어용품,60,M,서울,서초구,126.3481624784914
50328,201907,화장품,뷰티소품,60,M,서울,강동구,71.06899615042937
50333,201907,화장품,뷰티소품,60,all,서울,강남구,96.6312178898698
50334,201907,화장품,뷰티소품,60,all,서울,강동구,135.22903103377809
50344,201907,화장품,화장품,60,F,서울,서초구,59.27699704854671
50349,201907,화장품,화장품,60,all,서울,강동구,2.2298452397308868
50366,201907,건강/의료용품,건강관리용품,60,all,서울,강남구,134.9742284805036
50367,201907,건강/의료용품,건강관리용품,60,all,서울,강동구,73.32546241637152
50381,201907,식품,가공식품,60,M,서울,강동구,91.12227811019285
50386,201907,식품,가공식품,60,M,서울,서초구,102.49537700901251
50392,201907,식품,가공식품,60,all,서울,서초구,103.40856816132
50396,201907,식품,기호식품,60,F,서울,강동구,86.33666859201288
50399,201907,식품,기호식품,60,F,서울,서초구,94.73510494391122
50402,201907,식품,기호식품,60,M,서울,강남구,73.26094112276516
50416,201907,식품,담배,60,F,서울,강동구,146.69562958940338
50426,201907,식품,담배,60,all,서울,송파구,108.33965065345488
50434,201907,식품,빙과류,60,all,서울,강동구,150.84504480775618
50439,201907,식품,빙과류,60,all,서울,송파구,173.18194094094886
